Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
338,Frank Ntilikina,PG,22,NYK,9,1,127,18,37,0.486,13,21,0.619,5,16,0.313,3,5,0.6,1,6,7,7,8,0,5,15,52
339,Kendrick Nunn,PG,25,MIA,28,16,839,152,330,0.461,58,159,0.365,94,171,0.55,36,39,0.9229999999999999,14,80,94,76,32,9,50,54,398
340,Jusuf Nurkić,C,26,POR,12,12,280,50,103,0.485,3,12,0.25,47,91,0.516,15,27,0.556,23,69,92,33,11,11,23,33,118
341,David Nwaba,SF,28,HOU,28,9,642,100,208,0.48100000000000004,17,63,0.27,83,145,0.5720000000000001,46,66,0.6970000000000001,37,66,103,28,30,20,17,58,263
342,Jordan Nwora,SF,22,MIL,10,0,82,17,37,0.45899999999999996,8,16,0.5,9,21,0.429,9,10,0.9,1,14,15,0,4,2,10,9,51
343,Royce O'Neale,SF,27,UTA,36,36,1181,94,213,0.441,62,151,0.41100000000000003,32,62,0.516,23,28,0.821,45,199,244,94,28,20,42,102,273
344,Semi Ojeleye,PF,26,BOS,34,6,645,63,151,0.41700000000000004,41,107,0.38299999999999995,22,44,0.5,20,28,0.7140000000000001,20,78,98,27,11,0,14,41,187
345,Jahlil Okafor,C,25,DET,12,0,120,25,42,0.595,0,3,0.0,25,39,0.6409999999999999,1,2,0.5,13,14,27,3,2,2,4,10,51
346,Chuma Okeke,PF,22,ORL,20,0,437,33,86,0.384,17,44,0.386,16,42,0.381,5,10,0.5,18,52,70,39,16,7,13,19,88
347,Josh Okogie,SG,22,MIN,29,20,558,47,134,0.35100000000000003,12,55,0.218,35,79,0.44299999999999995,31,41,0.7559999999999999,26,47,73,30,24,14,22,58,137
348,Onyeka Okongwu,C,20,ATL,16,1,159,21,37,0.568,0,1,0.0,21,36,0.583,9,15,0.6,12,27,39,5,6,7,8,26,51
349,Isaac Okoro,SG,20,CLE,31,31,1030,93,225,0.413,28,93,0.301,65,132,0.49200000000000005,36,53,0.679,30,53,83,58,36,16,46,95,250
350,KZ Okpala,PF,21,MIA,19,6,199,14,40,0.35,8,24,0.33299999999999996,6,16,0.375,2,6,0.33299999999999996,8,21,29,7,3,4,9,24,38
351,Victor Oladipo,SG,28,TOT,24,24,786,174,436,0.39899999999999997,60,181,0.331,114,255,0.447,71,95,0.747,8,117,125,109,36,11,53,56,479
351,Victor Oladipo,SG,28,IND,9,9,300,64,152,0.42100000000000004,25,69,0.36200000000000004,39,83,0.47,27,37,0.73,1,50,51,38,15,2,18,23,180
351,Victor Oladipo,SG,28,HOU,15,15,486,110,284,0.387,35,112,0.313,75,172,0.436,44,58,0.759,7,67,74,71,21,9,35,33,299
352,Kelly Olynyk,C,29,MIA,35,30,927,132,299,0.441,66,201,0.32799999999999996,66,98,0.6729999999999999,22,30,0.733,32,173,205,75,28,19,46,98,352
353,Miye Oni,SG,23,UTA,26,0,206,14,38,0.368,13,33,0.39399999999999996,1,5,0.2,5,6,0.833,14,32,46,6,3,4,7,29,46
354,Cedi Osman,SF,25,CLE,35,15,904,136,365,0.373,70,211,0.332,66,154,0.429,39,49,0.7959999999999999,24,104,128,93,30,4,37,71,381
355,Daniel Oturu,C,21,LAC,10,0,42,9,15,0.6,0,1,0.0,9,14,0.643,2,2,1.0,5,9,14,4,0,3,2,6,20
356,Kelly Oubre Jr.,SF,25,GSW,35,35,1062,202,463,0.436,60,187,0.321,142,276,0.514,77,104,0.74,51,157,208,49,39,27,45,77,541
357,Jabari Parker,PF,25,SAC,2,0,25,4,7,0.5710000000000001,0,1,0.0,4,6,0.667,0,0,,1,5,6,1,0,1,3,4,8
358,Eric Paschall,PF,24,GSW,34,2,599,131,265,0.494,13,45,0.289,118,220,0.536,61,85,0.718,26,86,112,43,9,4,35,57,336
359,Anžejs Pasečņiks,C,25,WAS,1,0,6,0,1,0.0,0,1,0.0,0,0,,0,0,,1,0,1,1,0,0,5,2,0
360,Patrick Patterson,PF,31,LAC,10,1,130,16,38,0.42100000000000004,10,28,0.35700000000000004,6,10,0.6,3,4,0.75,4,16,20,5,3,1,7,13,45
361,Justin Patton,C,23,HOU,6,2,128,16,31,0.516,6,17,0.353,10,14,0.7140000000000001,3,4,0.75,5,19,24,5,7,10,2,19,41
362,Chris Paul,PG,35,PHO,34,34,1080,204,420,0.486,52,133,0.391,152,287,0.53,83,87,0.9540000000000001,16,144,160,300,40,10,81,84,543
363,Cameron Payne,PG,26,PHO,24,0,394,61,127,0.48,24,57,0.42100000000000004,37,70,0.529,13,14,0.929,3,41,44,86,15,5,25,42,159
364,Elfrid Payton,PG,26,NYK,33,33,932,174,393,0.44299999999999995,15,60,0.25,159,333,0.47700000000000004,55,74,0.743,42,83,125,122,23,7,62,64,418
365,Norvel Pelle,C,27,TOT,4,0,32,3,8,0.375,0,0,,3,8,0.375,3,4,0.75,4,4,8,1,0,3,3,10,9
365,Norvel Pelle,C,27,BRK,3,0,28,3,7,0.429,0,0,,3,7,0.429,0,0,,3,4,7,0,0,3,3,9,6
365,Norvel Pelle,C,27,SAC,1,0,4,0,1,0.0,0,0,,0,1,0.0,3,4,0.75,1,0,1,1,0,0,0,1,3
366,Reggie Perry,PF,20,BRK,14,0,147,21,51,0.41200000000000003,2,12,0.16699999999999998,19,39,0.48700000000000004,6,9,0.667,17,34,51,12,2,5,11,27,50
367,Theo Pinson,SG,25,NYK,11,0,25,1,7,0.14300000000000002,0,6,0.0,1,1,1.0,0,0,,0,1,1,1,0,0,0,3,2
368,Mason Plumlee,C,30,DET,34,34,953,145,239,0.607,0,6,0.0,145,233,0.622,64,95,0.674,94,217,311,130,28,29,72,120,354
369,Jakob Poeltl,C,25,SAS,32,14,750,97,159,0.61,0,0,,97,159,0.61,15,47,0.319,95,139,234,58,20,50,37,70,209
370,Vincent Poirier,C,27,PHI,6,0,22,1,4,0.25,0,0,,1,4,0.25,2,4,0.5,2,2,4,1,0,2,2,2,4
371,Aleksej Pokusevski,PF,19,OKC,17,0,296,23,93,0.247,10,56,0.179,13,37,0.35100000000000003,0,0,,5,55,60,21,8,19,22,16,56
372,Jordan Poole,SG,21,GSW,16,0,170,36,77,0.46799999999999997,18,49,0.36700000000000005,18,28,0.643,19,20,0.95,2,19,21,14,4,3,8,14,109
373,Michael Porter Jr.,SF,22,DEN,26,19,744,142,283,0.502,62,149,0.41600000000000004,80,134,0.597,34,45,0.7559999999999999,32,151,183,23,23,28,29,60,380
374,Otto Porter,SF,27,CHI,16,6,372,64,144,0.444,28,70,0.4,36,74,0.486,30,36,0.833,20,80,100,32,9,3,15,25,186
375,Bobby Portis,C,25,MIL,36,2,776,166,304,0.546,38,76,0.5,128,228,0.561,23,33,0.6970000000000001,67,188,255,37,30,15,28,70,393
376,Kristaps Porziņģis,C,25,DAL,20,20,602,151,322,0.469,44,126,0.349,107,196,0.546,57,68,0.838,37,130,167,27,8,31,25,59,403
377,Dwight Powell,C,29,DAL,23,8,346,31,67,0.46299999999999997,1,8,0.125,30,59,0.508,43,57,0.754,23,50,73,20,13,7,16,53,106
378,Norman Powell,SG,27,TOR,34,23,1006,211,432,0.488,88,201,0.43799999999999994,123,231,0.532,116,129,0.899,15,87,102,59,40,5,59,73,626
379,Taurean Prince,PF,26,TOT,29,10,620,79,208,0.38,39,101,0.386,40,107,0.374,45,53,0.8490000000000001,15,89,104,50,19,19,31,53,242
379,Taurean Prince,PF,26,BRK,12,4,218,30,74,0.405,13,37,0.35100000000000003,17,37,0.45899999999999996,24,27,0.889,2,32,34,7,8,8,11,21,97
379,Taurean Prince,PF,26,CLE,17,6,402,49,134,0.366,26,64,0.406,23,70,0.32899999999999996,21,26,0.8079999999999999,13,57,70,43,11,11,20,32,145
380,Payton Pritchard,SG,23,BOS,30,1,641,86,188,0.457,41,102,0.402,45,86,0.523,17,18,0.9440000000000001,16,54,70,69,18,5,34,59,230
381,Immanuel Quickley,PG,21,NYK,33,0,619,123,316,0.389,59,155,0.381,64,161,0.39799999999999996,98,104,0.9420000000000001,15,62,77,79,15,9,34,64,403
382,Jahmi'us Ramsey,SG,19,SAC,4,0,16,2,4,0.5,1,3,0.33299999999999996,1,1,1.0,0,0,,0,4,4,1,0,1,1,0,5
383,Chasson Randle,PG,27,ORL,8,0,151,15,35,0.429,7,23,0.304,8,12,0.667,5,7,0.7140000000000001,1,14,15,23,2,1,6,18,42
384,Julius Randle,PF,26,NYK,37,37,1358,307,636,0.483,69,169,0.408,238,467,0.51,177,220,0.805,52,357,409,205,29,9,120,115,860
385,Cam Reddish,SF,21,ATL,26,21,750,96,263,0.365,33,126,0.262,63,137,0.46,67,82,0.8170000000000001,22,82,104,35,33,9,34,68,292
386,J.J. Redick,SG,36,NOP,31,0,576,87,214,0.40700000000000003,51,140,0.364,36,74,0.486,45,47,0.9570000000000001,3,49,52,40,9,2,25,37,270
387,Paul Reed,PF,21,PHI,5,0,55,9,22,0.409,0,3,0.0,9,19,0.474,0,0,,7,3,10,3,1,4,5,4,18
388,Naz Reid,C,21,MIN,34,13,699,158,307,0.515,32,94,0.34,126,213,0.5920000000000001,55,75,0.733,39,123,162,44,21,41,38,104,403
389,Nick Richards,PF,23,CHO,8,0,23,3,6,0.5,0,0,,3,6,0.5,5,6,0.833,2,4,6,0,0,0,1,4,11
390,Josh Richardson,SG,27,DAL,25,25,788,114,267,0.42700000000000005,38,132,0.28800000000000003,76,135,0.563,55,58,0.948,22,60,82,63,23,6,37,70,321
391,Austin Rivers,SG,28,NYK,21,2,442,58,135,0.43,28,77,0.364,30,58,0.517,10,14,0.7140000000000001,5,42,47,42,12,0,22,32,154
392,Andre Roberson,SG,29,BRK,5,0,63,2,14,0.14300000000000002,1,8,0.125,1,6,0.16699999999999998,1,2,0.5,7,8,15,4,3,1,2,4,6
393,Duncan Robinson,SF,26,MIA,36,36,1202,151,352,0.429,117,299,0.391,34,53,0.642,42,50,0.84,2,140,142,58,17,8,48,90,461
394,Glenn Robinson III,SF,27,SAC,23,2,369,42,99,0.424,16,44,0.364,26,55,0.473,21,23,0.9129999999999999,11,34,45,20,4,3,11,23,121
395,Jerome Robinson,SG,23,WAS,13,3,221,22,67,0.32799999999999996,9,31,0.29,13,36,0.361,15,17,0.882,2,31,33,18,6,2,11,21,68
396,Mitchell Robinson,C,22,NYK,27,27,778,103,156,0.66,0,0,,103,156,0.66,22,46,0.478,97,129,226,14,32,41,22,78,228
397,Isaiah Roby,PF,22,OKC,30,12,640,99,190,0.521,18,53,0.34,81,137,0.591,42,58,0.7240000000000001,46,117,163,53,25,17,40,82,258
398,Rajon Rondo,PG,34,ATL,20,2,300,29,74,0.392,13,34,0.382,16,40,0.4,1,2,0.5,4,40,44,70,12,2,27,18,72
399,Derrick Rose,PG,32,TOT,25,3,588,126,293,0.43,23,61,0.377,103,232,0.444,63,74,0.851,7,48,55,112,29,10,48,29,338
399,Derrick Rose,PG,32,DET,15,0,342,79,184,0.429,13,39,0.33299999999999996,66,145,0.455,42,50,0.84,6,23,29,63,18,4,29,17,213
399,Derrick Rose,PG,32,NYK,10,3,246,47,109,0.431,10,22,0.455,37,87,0.425,21,24,0.875,1,25,26,49,11,6,19,12,125
400,Terrence Ross,SG,29,ORL,35,2,1032,195,476,0.41,73,212,0.344,122,264,0.462,81,90,0.9,12,110,122,78,39,17,58,64,544
401,Terry Rozier,SG,26,CHO,33,33,1106,245,500,0.49,111,253,0.439,134,247,0.5429999999999999,75,91,0.8240000000000001,18,109,127,106,46,12,68,65,676
402,Ricky Rubio,PG,30,MIN,34,19,863,92,236,0.39,27,82,0.32899999999999996,65,154,0.42200000000000004,61,74,0.8240000000000001,14,93,107,218,42,0,70,77,272
403,D'Angelo Russell,PG,24,MIN,20,19,583,139,326,0.426,59,148,0.39899999999999997,80,178,0.449,48,64,0.75,9,43,52,101,22,10,54,39,385
404,Domantas Sabonis,PF,24,IND,35,35,1278,274,522,0.525,32,96,0.33299999999999996,242,426,0.568,147,206,0.7140000000000001,91,298,389,211,36,21,119,120,727
405,Luka Šamanić,PF,21,SAS,9,1,99,15,34,0.441,8,20,0.4,7,14,0.5,4,8,0.5,6,22,28,1,3,2,6,10,42
406,JaKarr Sampson,PF,27,IND,15,0,97,15,32,0.469,1,5,0.2,14,27,0.519,8,10,0.8,8,21,29,1,2,3,6,11,39
407,Dario Šarić,C,26,PHO,17,0,307,69,143,0.483,23,61,0.377,46,82,0.561,34,37,0.919,14,54,68,22,14,3,21,33,195
408,Tomáš Satoranský,SG,29,CHI,23,0,476,60,112,0.536,19,39,0.48700000000000004,41,73,0.562,26,29,0.897,8,52,60,102,12,4,34,27,165
409,Dennis Schröder,SG,27,LAL,33,33,1030,173,393,0.44,33,104,0.317,140,289,0.484,113,136,0.831,18,97,115,148,30,8,77,88,492
410,Mike Scott,PF,32,PHI,17,4,295,26,63,0.413,19,50,0.38,7,13,0.5379999999999999,2,5,0.4,4,43,47,5,8,2,10,17,73
411,Collin Sexton,SG ,22,CLE ,31,31,1127,274,563,0.48700000000000004,52,130,0.4,222,433,0.513,147,183,0.8029999999999999,21,60,81,138,36,4,91,88,747
412,Landry Shamet,SG,23,BRK,33,0,650,83,216,0.384,58,162,0.358,25,54,0.46299999999999997,33,38,0.868,5,56,61,37,15,5,26,42,257
413,Iman Shumpert,SG,30,BRK,2,0,11,1,4,0.25,0,3,0.0,1,1,1.0,0,0,,1,0,1,0,1,0,1,0,2
414,Pascal Siakam,PF,26,TOR,30,30,1075,222,490,0.45299999999999996,36,122,0.295,186,368,0.505,122,149,0.8190000000000001,58,166,224,143,35,21,65,93,602
415,Chris Silva,PF,24,MIA,6,0,53,6,9,0.667,1,1,1.0,5,8,0.625,10,12,0.833,7,11,18,6,1,2,8,14,23
416,Ben Simmons,PG,24,PHI,31,31,1051,192,332,0.578,2,7,0.28600000000000003,190,325,0.585,112,167,0.6709999999999999,54,191,245,236,49,22,104,96,498
417,Anfernee Simons,SG,21,POR,32,0,543,87,220,0.395,65,158,0.41100000000000003,22,62,0.355,22,26,0.846,6,72,78,41,6,5,27,55,261
418,Deividas Sirvydis,SG,20,DET,5,0,8,0,3,0.0,0,3,0.0,0,0,,1,2,0.5,0,1,1,1,0,0,0,1,1
419,Marcus Smart,PG,26,BOS,17,17,549,74,188,0.39399999999999996,28,90,0.311,46,98,0.469,46,62,0.742,7,40,47,103,31,9,30,39,222
420,Dennis Smith Jr.,PG,23,TOT,15,7,275,42,109,0.385,14,44,0.318,28,65,0.431,11,14,0.7859999999999999,10,30,40,49,18,8,17,23,109
420,Dennis Smith Jr.,pg,23,NYK,3,0,28,2,10,0.2,0,4,0.0,2,6,0.33299999999999996,5,6,0.833,0,2,2,3,3,0,1,4,9
420,Dennis Smith Jr.,PG,23,DET,12,7,247,40,99,0.40399999999999997,14,40,0.35,26,59,0.441,6,8,0.75,10,28,38,46,15,8,16,19,100
421,Ish Smith,PG,32,WAS,19,1,391,44,116,0.379,5,20,0.25,39,96,0.406,6,15,0.4,10,56,66,90,15,4,19,18,99
422,Jalen Smith,PF,20,PHO,11,0,57,7,19,0.368,2,8,0.25,5,11,0.455,0,2,0.0,5,6,11,2,0,2,1,4,16
423,Tony Snell,SG,29,ATL,23,6,420,41,85,0.48200000000000004,35,62,0.565,6,23,0.261,0,0,,11,36,47,27,3,7,13,31,117
424,Ray Spalding,C,23,HOU,2,0,19,2,4,0.5,0,1,0.0,2,3,0.667,0,2,0.0,2,2,4,0,0,2,3,3,4
425,Cassius Stanley,SG,21,IND,8,0,23,2,7,0.28600000000000003,1,2,0.5,1,5,0.2,4,5,0.8,2,1,3,0,0,2,1,7,9
426,Lamar Stevens,PF,23,CLE,24,0,346,38,94,0.40399999999999997,2,17,0.11800000000000001,36,77,0.46799999999999997,23,32,0.7190000000000001,12,51,63,23,11,8,15,35,101
427,Isaiah Stewart,C,19,DET,34,2,626,81,146,0.555,1,5,0.2,80,141,0.5670000000000001,22,32,0.688,80,116,196,24,18,34,30,88,185
428,Max Strus,SF,24,MIA,19,0,283,47,103,0.456,31,85,0.365,16,18,0.889,10,14,0.7140000000000001,2,18,20,10,3,0,3,24,135
429,Edmond Sumner,SG,25,IND,22,4,251,42,82,0.512,9,26,0.34600000000000003,33,56,0.589,20,27,0.741,8,23,31,10,13,2,17,26,113
430,Jae'Sean Tate,SF,25,H0U,34,22,933,135,252,0.536,22,69,0.319,113,183,0.617,43,57,0.754,64,115,179,57,32,18,40,104,335
431,Jayson Tatum,SF,22,BOS,31,31,1110,279,638,0.43700000000000006,81,220,0.368,198,418,0.474,134,156,0.8590000000000001,18,201,219,138,42,15,79,60,773
432,Jeff Teague,PG,32,BOS,28,4,506,59,158,0.373,19,45,0.42200000000000004,40,113,0.354,43,48,0.8959999999999999,7,39,46,59,23,5,32,34,180
433,Garrett Temple,SG,34,CHI,33,12,936,107,250,0.428,45,131,0.344,62,119,0.521,31,38,0.816,20,87,107,68,31,18,33,77,290
434,Tyrell Terry,PG,20,DAL,11,0,56,5,16,0.313,0,7,0.0,5,9,0.556,1,3,0.33299999999999996,0,6,6,6,5,0,2,2,11
435,Daniel Theis,C,28,BOS,34,29,827,124,220,0.564,27,73,0.37,97,147,0.66,40,60,0.667,43,127,170,46,21,38,35,98,315
436,Brodric Thomas,SG,24,HOU,4,0,24,2,7,0.28600000000000003,1,6,0.16699999999999998,1,1,1.0,5,7,0.7140000000000001,1,3,4,4,1,1,4,5,10
437,Matt Thomas,SG,26,TOR,21,0,145,18,46,0.391,12,31,0.387,6,15,0.4,5,6,0.833,1,13,14,9,2,0,5,8,53
438,Tristan Thompson,PF,29,BOS,34,29,774,111,209,0.531,0,3,0.0,111,206,0.539,48,76,0.632,105,178,283,33,12,13,31,72,270
439,Sindarius Thornwell,SG,26,NOP,11,1,53,6,13,0.462,3,6,0.5,3,7,0.429,0,2,0.0,1,2,3,2,4,0,2,3,15
440,Matisse Thybulle,SG,23,PHI,33,2,596,39,106,0.368,17,65,0.262,22,41,0.537,8,14,0.5710000000000001,12,36,48,31,46,30,13,66,103
441,Killian Tillie,C,22,MEM,2,0,21,1,4,0.25,1,2,0.5,0,2,0.0,0,0,,1,1,2,0,1,0,1,5,3
442,Xavier Tillman Sr.,PF,22,MEM,27,7,551,81,158,0.513,10,35,0.28600000000000003,71,123,0.5770000000000001,17,23,0.7390000000000001,40,85,125,45,25,16,24,64,189
443,Obi Toppin,PF,22,NyK,27,0,342,52,107,0.486,13,44,0.295,39,63,0.619,10,14,0.7140000000000001,9,58,67,15,8,10,15,28,127
444,Juan Toscano-Anderson,SG,27,GSW,23,13,474,53,94,0.564,15,35,0.429,38,59,0.644,13,18,0.722,16,87,103,51,13,12,26,48,134
445,Karl-Anthony Towns,C,25,MIN,16,16,524,126,255,0.494,30,80,0.375,96,175,0.5489999999999999,70,77,0.909,48,127,175,63,14,27,51,60,352
446,Gary Trent Jr.,SG,22,POR,33,20,1030,183,433,0.423,101,249,0.406,82,184,0.446,35,45,0.778,19,52,71,49,25,5,24,53,502
447,P.J. Tucker,PF,35,HOU,32,32,959,48,131,0.366,27,86,0.314,21,45,0.467,18,23,0.7829999999999999,33,115,148,45,29,18,33,91,141
448,Myles Turner,C,24, IND,33,33,1038,156,322,0.484,48,153,0.314,108,169,0.639,84,108,0.778,45,171,216,30,34,111,45,117,444
449,Jonas Valančiūnas,C,28, MEM,27,26,733,171,317,0.539,10,28,0.35700000000000004,161,289,0.557,68,90,0.7559999999999999,93,213,306,47,16,17,56,83,420
450,Denzel Valentine,SG,27,CHI,30,3,591,93,248,0.375,49,141,0.348,44,107,0.41100000000000003,6,6,1.0,12,110,122,54,22,1,18,36,241
451,Jarred Vanderbilt,PF,21,MIN,34,17,652,85,139,0.612,1,2,0.5,84,137,0.613,35,63,0.556,62,133,195,52,38,22,35,73,206
452,Fred VanVleet,SG,26,TOR,34,34,1249,226,565,0.4,114,298,0.38299999999999995,112,267,0.419,118,132,0.894,23,128,151,224,58,27,69,83,684
453,Devin Vassell,SF,20,SAS,26,1,451,50,126,0.397,25,63,0.397,25,63,0.397,18,21,0.857,16,67,83,28,29,9,12,32,143
454,Gabe Vincent,PG,24,MIA ,25,5,375,52,143,0.364,23,89,0.258,29,54,0.537,19,21,0.905,3,24,27,31,12,2,20,46,146
455,Noah Vonleh,PF,25,BRK,4,0,11,0,3,0.0,0,2,0.0,0,1,0.0,0,0,,0,1,1,1,0,0,2,2,0
456,Nikola Vučević,C,30,ORL,36,36,1220,355,735,0.483,96,233,0.41200000000000003,259,502,0.516,80,94,0.851,69,348,417,134,36,23,60,62,886
457,Dean Wade,PF,24,CLE,28,5,320,33,74,0.446,22,52,0.423,11,22,0.5,8,12,0.667,13,47,60,18,6,5,12,23,96
458,Moritz Wagner,C,23, WAS,22,11,315,56,105,0.5329999999999999,12,35,0.34299999999999997,44,70,0.629,33,44,0.75,11,55,66,26,16,6,14,50,157
459,Kemba Walker,PG,30,BOS,20,20,600,123,317,0.38799999999999996,59,161,0.366,64,156,0.41,64,70,0.914,8,64,72,91,21,7,44,27,369
460,Lonnie Walker,SG,22,SAS,30,27,819,127,316,0.402,53,148,0.358,74,168,0.44,32,40,0.8,6,80,86,53,15,13,32,64,339
461,John Wall,PG,30,HOU,25,25,793,188,443,0.424,51,150,0.34,137,293,0.46799999999999997,99,133,0.7440000000000001,11,70,81,151,22,18,83,29,526
462,Brad Wanamaker,PG,31,GSW,37,0,599,58,162,0.358,13,56,0.23199999999999998,45,106,0.425,49,55,0.8909999999999999,8,54,62,99,26,6,35,51,178
463,T.J. Warren,SF,27,IND ,4,4,117,27,51,0.529,0,7,0.0,27,44,0.614,8,10,0.8,2,12,14,5,2,0,4,16,62
464,P.J. Washington,PF,22,CHO,31,31,910,137,305,0.449,42,109,0.385,95,196,0.485,70,90,0.778,45,151,196,90,34,36,65,83,386
465,Yuta Watanabe,SF,26,TOR,22,1,268,20,60,0.33299999999999996,12,33,0.364,8,27,0.29600000000000004,8,8,1.0,18,53,71,8,9,12,8,23,60
466,Tremont Waters,PG,23, BOS,10,1,98,10,31,0.32299999999999995,6,15,0.4,4,16,0.25,7,8,0.875,2,6,8,30,6,0,13,6,33
467,Paul Watson,SF,26,TOR,16,0,74,10,20,0.5,9,17,0.529,1,3,0.33299999999999996,0,0,,2,12,14,2,0,2,1,9,29
468,Quinndary Weatherspoon,SG,24,SAS,5,0,24,1,5,0.2,0,1,0.0,1,4,0.25,2,2,1.0,0,2,2,3,1,0,6,7,4
469,Russell Westbrook, PG,32,WAS,27,27,923,211,493,0.428,30,102,0.294,181,391,0.46299999999999997,95,163,0.583,44,219,263,265,31,9,130,79,547
470,Coby White,PG,20,CHI,34,34,1130,201,479,0.42,81,229,0.354,120,250,0.48,69,77,0.8959999999999999,17,155,172,171,12,5,80,86,552
471,Derrick White,SG,26,SAS,8,4,189,34,86,0.395,15,44,0.341,19,42,0.452,11,15,0.733,1,13,14,31,8,8,7,18,94
472,Hassan Whiteside,C,31,SAC,23,1,335,80,138,0.58,0,1,0.0,80,137,0.584,30,55,0.545,36,96,132,11,6,30,24,42,190
473,Greg Whittington,PF,27,DEN,2,0,8,0,2,0.0,0,2,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
474,Andrew Wiggins,PF,25,GSW ,37,37,1193,241,521,0.46299999999999997,65,185,0.35100000000000003,176,336,0.524,82,122,0.672,38,127,165,81,30,40,69,85,629
475,Grant Williams,PF,22,BOS,28,6,517,54,115,0.47,26,60,0.433,28,55,0.509,15,29,0.517,27,54,81,25,13,11,27,79,149
476,Kenrich Williams,PF,26,OKC,36,6,681,93,168,0.5539999999999999,21,50,0.42,72,118,0.61,15,24,0.625,48,97,145,59,28,7,33,64,222
477,Lou Williams,PG,34,LAC,35,3,794,158,374,0.42200000000000004,39,98,0.39799999999999996,119,276,0.431,83,96,0.865,14,67,81,130,30,3,57,34,438
478,Patrick Williams,PF,19,CHI,33,33,939,127,268,0.474,30,77,0.39,97,191,0.508,52,66,0.7879999999999999,30,129,159,39,24,25,49,75,336
479,Robert Williams,C,23,BOS,29,0,468,88,122,0.721,0,1,0.0,88,121,0.727,25,39,0.6409999999999999,66,104,170,31,26,42,28,53,201
480,Zion Williamson,PF,20,NOP,34,34,1126,335,546,0.614,6,19,0.316,329,527,0.624,194,279,0.695,93,152,245,117,32,24,88,82,870
481,D.J. Wilson,PF,24,MIL,11,0,99,15,41,0.366,9,26,0.34600000000000003,6,15,0.4,1,2,0.5,3,20,23,3,1,4,4,12,40
482,Dylan Windler,SF,24,CLE,22,0,417,47,103,0.456,23,63,0.365,24,40,0.6,21,26,0.8079999999999999,17,73,90,28,15,10,22,29,138
483,Justise Winslow, SF,24,MEM ,6,0,134,24,64,0.375,3,15,0.2,21,49,0.429,6,10,0.6,5,26,31,9,3,4,10,18,57
484,Cassius Winston,Pg,22,WAS,6,0,44,4,10,0.4,3,7,0.429,1,3,0.33299999999999996,2,2,1.0,0,4,4,6,0,1,1,4,13
485,James Wiseman,C ,19,GSW,26,17,541,126,247,0.51,10,27,0.37,116,220,0.527,44,70,0.629,36,118,154,17,9,28,38,84,306
486,Christian Wood,C,25,HOU,17,17,530,149,267,0.5579999999999999,32,76,0.42100000000000004,117,191,0.613,44,64,0.688,31,143,174,22,16,26,31,32,374
487,Robert Woodard,SF,21,SAC,6,0,17,6,11,0.545,1,3,0.33299999999999996,5,8,0.625,0,2,0.0,3,5,8,0,0,0,1,0,13
488,Delon Wright,SG,28,DET,29,24,848,110,235,0.46799999999999997,28,73,0.384,82,162,0.506,62,79,0.785,32,101,133,141,42,15,35,32,310
489,Thaddeus Young,PF,32,CHI,30,0,760,167,274,0.609,5,22,0.22699999999999998,162,252,0.643,23,46,0.5,71,105,176,131,42,17,56,81,362
490,Trae Young,PG,22,ATL,34,34,1182,262,610,0.43,85,225,0.37799999999999995,177,385,0.46,288,328,0.878,25,117,142,321,30,8,149,70,897
491,Cody Zeller,C,28,CHO,18,15,421,73,142,0.514,3,19,0.158,70,123,0.569,25,33,0.758,46,90,136,44,11,11,20,47,174
492,Ivica Zubac,C,23,LAC,38,1,753,120,182,0.659,0,1,0.0,120,181,0.6629999999999999,71,86,0.826,90,176,266,43,14,30,39,228,311
